19811,63901,80424
56472,26644,32079
77528,24129,29189
53533,94958,85776
93168,69326,27460
25374,91449,95696
96129,76282,72430
80100,69230,78980
63046,75012,45443
48923,26202,95974
18380,35864,5685
10377,91999,83841
18215,31413,43273
69608,47324,31546
74388,93328,70320
7488,75918,69838
3402,16390,43595
61505,84673,4512
84158,58795,66886
85461,84839,45157
55232,17224,51398
35761,77776,24081
81650,1370,1703
11297,95673,39240
25368,3794,96381
31893,59581,83142
61121,5160,19889
4829,38017,11633
51020,6358,31830
90869,94064,99116
50255,99219,43018
7581,50550,29351
59667,39449,80754
11289,71781,52195
72898,75800,49342
14519,85836,78944
75078,35968,51444
9620,19765,71878
84052,94801,28054
72618,23498,58857
78616,81248,96697
2079,22191,39236
71386,21281,24930
9154,3724,73394
61950,91606,34692
66507,60009,2528
99431,76247,79160
89693,80180,16981
34456,33695,53921
24601,81277,79889
77036,22134,45737
42069,73464,71541
56434,65127,82549
59647,90286,18929
5834,6709,55511
56513,16545,20517
4325,20798,55038
83963,59491,40901
91600,60483,98350
64239,54023,19748
18934,17655,70517
29421,1715,50292
93589,70619,21682
54809,42502,22370
85716,90285,21129
19659,4752,89967
45183,31182,26351
56478,3706,75767
76841,54463,10838
14107,1129,60689
96635,17276,59040
30691,82119,42177
88318,72067,70875
91904,83010,61959
25074,25841,51517
21112,30406,18775
8324,21828,65391
73077,47615,1276
94230,24986,33586
15618,87608,81102
92050,71735,26685
89228,79626,30622
66366,17759,51633
85322,74490,57964
17237,73526,43846
5834,12316,14166
9278,45893,96833
33627,28165,83788
86926,22237,80297
31748,12903,88689
63755,79782,86198
38772,53598,12888
2169,26610,16688
2340,75351,19483
51160,87750,31219
90519,25360,20683
78041,43468,6310
93889,76633,67582
90185,80468,69643
82915,20204,41153
38677,32451,14620
76581,22670,99977
38232,44501,58232
25188,64312,83600
28522,70590,64923
79024,25865,90440
81150,26724,21842
8567,1245,50914
81807,29752,74627
61158,76395,64935
19158,2452,6107
22118,14241,16382
24726,7286,84878
46530,89315,49229
63489,53184,77743
41806,4473,56796
55834,21351,28613
76005,84959,26713
93292,23154,84373
37327,43296,40876
81256,39939,64161
19247,33012,27994
74387,107,11889
6245,88353,18422
29900,26067,13036
28913,13816,59311
8074,37782,34953
77584,10697,86255
58554,12913,69509
86099,12682,60061
30083,72465,29376
41934,1462,40706
81846,751,7414
59573,14000,28774
86161,80881,23697
94742,64212,86778
42849,13589,56059
60876,37327,7101
64427,33129,92490
97873,3249,14341
28014,5851,85764
2221,4054,90020
6589,43790,2416
13351,62945,79616
37219,48800,65731
63672,23104,82403
64932,52688,91813
76107,80904,33639
44158,473,88251
14708,81063,33847
32692,39861,9391
447,84114,10262
33278,11518,96968
56501,45291,9608
88389,17476,31993
50797,76742,46926
21861,99835,90288
3986,78555,41383
44875,44797,86262
11526,58218,38272
75687,38352,69458
88867,96578,11311
39355,85692,85713
15477,37111,72142
95935,9393,63283
69451,12959,61205
98520,5974,70909
6144,9418,30730
96258,44445,35265
92764,32300,59606
42983,79338,74537
25798,87291,47116
41304,65610,84929
86509,6137,66583
86384,4591,79527
20475,57453,34821
80819,92747,12513
9682,27456,92563
38688,6746,62361
3682,27195,80177
72692,63496,67642
62961,39138,76992
40826,3771,16666
12359,63605,34287
40332,9457,39359
34596,86486,7009
63022,27023,96152
51637,29842,22317
87240,35421,31220
20435,81925,39081
64008,24442,49259
56973,76393,17297
87911,96543,64428
23762,34754,78689
78907,93621,99438
93331,8732,97082
68707,64659,50231
82112,55191,57667
23944,58917,50002
68230,52727,15360
75459,15864,5228
34303,80546,35999
44028,49442,16674
8150,1119,98674
22471,70273,57876
86341,13749,47137
832,59477,56492
52365,97091,14470
17545,27204,18271
44182,68155,22931
93690,90582,21197
63501,92103,2420
32868,87558,86243
93528,96090,37782
11575,26144,5553
65882,75154,90491
25960,54961,33702
41043,46190,30747
42871,69787,35877
69061,79083,24878
28661,90268,67864
10779,61821,20133
80729,63970,87035
50138,18797,81089
96077,34756,13203
67768,50801,56084
88405,74067,73882
81910,47760,23240
8535,57152,15402
25317,37540,43266
63320,85760,18110
49312,47097,76115
25651,52362,92747
71254,50808,55842
15473,83688,87161
80693,99299,35536
16511,76084,35052
13533,12597,358
59031,1091,67689
87348,82217,87376
8157,32720,71537
19009,21003,16117
82501,1887,12274
459,33618,34333
67036,4148,14892
77817,68790,36382
88282,56775,61100
82705,40354,47087
26065,66579,4970
25567,994,33845
75522,36137,27159
77746,55935,97178
1234,61523,61927
57928,92637,98933
28480,77661,67505
17306,26135,82053
74596,76509,53005
67607,59955,25511
86805,12710,78195
97785,32852,86994
9415,30864,40984
67661,5280,23530
33460,99673,16779
48100,53787,17786
73587,22520,25582
62755,22493,27384
83205,16489,4617
62309,80142,84926
80462,62062,94863
20967,53365,99542
80746,89465,8697
55951,60358,83213
73994,30449,53979
42722,17591,36224
87190,67653,76864
7538,17296,26862
36019,44938,98314
34425,34460,2079
9664,6894,65255
67328,65001,12579
36386,93580,1066
66274,91220,58226
97935,75837,76921
97292,73543,62881
76688,9307,18417
25080,82552,98645
28701,87652,36807
59340,63999,76326
51435,49596,4379
91935,73656,87221
31099,50758,81931
95994,76695,86365
8559,43271,20825
64194,13170,47376
82719,4053,4458
68153,33715,17440
86979,70992,23758
63929,14943,20735
54059,96047,67620
90430,99558,66276
31334,86285,75149
98315,23414,95838
79699,1796,24744
64662,43057,23674
82642,27541,40005
58008,96149,44469
38429,70163,25068
77752,79050,62344
54237,53644,73334
9322,59901,66138
82643,9968,38143
39518,53305,29525
71315,84108,22607
86216,90227,72144
43523,64759,83295
70047,60319,8440
62587,83506,82453
54745,7148,73053
75112,80138,10295
52206,6301,14514
86949,86347,53019
71450,84192,18337
83241,26758,50971
83111,52273,14367
86555,66442,7734
8673,10344,67356
8575,28519,94069
45843,72014,46504
20214,60294,55324
73897,84286,7063
14497,35646,33159
78742,11879,60615
24094,20685,42857
11884,29808,26234
36322,32587,91732
10712,43415,10274
7426,9808,48324
81974,7483,78316
17783,42120,43640
15854,2400,44314
42417,13879,32784
37677,29537,26927
32160,70397,59430
95276,30298,62435
84031,38093,92161
70339,16302,48638
19925,78230,19721
36181,95485,77688
26613,4084,69309
86928,29344,38194
82438,86979,31105
13508,14424,64061
1544,46188,58559
76868,79413,9985
35308,62538,54772
65083,8589,42759
60122,79164,81502
42454,99015,47153
27150,27799,45663
81832,85798,61989
96410,72345,6569
59176,37863,13799
74992,46560,93891
47147,87623,67859
9760,14366,71917
38608,43679,6314
9957,94204,39848
37872,84341,18797
10728,31641,95460
59328,25972,84127
93198,80907,90161
59793,60153,12700
47878,43038,85124
37329,22291,37297
77925,50089,19756
46332,22443,29813
97970,94929,12935
32832,37115,34996
7499,21023,92879
56041,96573,29323
75934,44899,77626
46438,55682,63742
49590,42688,46298
85039,62072,13265
2152,10437,40310
84812,37534,32959
42831,43299,34940
79833,25833,6189
17425,77,87620
70035,17028,66357
44699,93506,64133
26071,65119,16840
75801,19788,16680
2464,16223,45866
10113,2621,4243
73995,58225,1984
23547,35431,79325
44188,55903,57790
40521,67812,69740
83261,27507,50374
1145,53212,1217
78452,15661,53331
37714,32003,23524
61960,70572,34404
82392,2203,59760
83885,87292,64240
88124,42935,52255
88136,46453,30331
99617,5929,66908
84854,16773,63241
28500,63982,24453
29764,8869,7270
41654,71044,35856
49340,78914,74173
87296,66814,50584
81358,55828,6930
57557,99385,89952
81573,52002,81896
16354,41837,85135
64625,60014,36716
45985,11829,96695
31230,94212,72499
81038,28808,52029
66299,97135,39447
60436,17058,26867
26821,92712,22921
44305,86415,5331
20582,37708,74086
53105,41334,69427
55361,94123,20787
89609,54698,11286
65174,72996,89210
14462,74925,96093
369,1423,12102
81348,91522,20747
80184,17963,19284
27628,72040,8065
17476,68412,70807
60083,87171,94145
46388,56309,13161
42631,41522,2442
52667,55436,51631
36975,37301,6713
64149,46822,73948
18327,79704,31893
78555,56935,9680
60191,21720,47622
54364,1402,63657
72531,61636,61182
54775,36458,47966
21183,36917,92307
8199,27034,98741
3155,26251,34581
79986,32596,30351
94937,35979,67438
70085,23486,32284
85225,61234,93929
45241,40635,82602
33396,67124,98715
77909,71316,13352
36830,27736,36406
76321,51084,895
71062,77989,74926
61924,79668,16949
68462,19140,80662
50596,95202,14557
46215,77912,30128
28497,87737,11515
58169,44744,50107
31137,27619,70290
77881,65634,28401
52061,98481,42430
13293,83245,61313
96139,71515,47167
79353,30430,81936
36813,37397,56422
8570,94518,75911
78594,78038,96861
93356,95735,78898
23903,65596,24789
10807,85711,86308
22923,59760,70072
35343,75779,89252
37668,76222,74313
79178,40537,33196
19844,60421,18493
61456,66856,36942
30357,80858,39689
45301,72648,18283
85606,17987,99814
91773,60010,18981
85713,61096,75890
42256,5887,74972
99272,74302,994
20979,84769,45589
31699,56218,33676
41559,9163,86890
23892,27334,89475
14822,22776,10715
37667,65920,6351
32112,81968,17075
90843,17172,2673
96916,43900,55505
94957,25352,5827
7289,50474,95225
77665,76450,59127
75742,48626,95646
7591,15387,55440
22733,63473,46411
19433,62499,79181
93309,61722,70184
24379,83969,84973
16874,83921,69806
52840,61098,14578
15737,30790,68500
90187,3322,48832
2830,34450,52062
46035,9997,23146
51242,86174,73660
64461,74769,34791
9710,45256,36435
41047,19773,72003
15294,17535,55142
73757,18431,91478
74522,58511,49255
59123,67071,87838
57192,98568,69179
23435,72939,35565
25258,95498,91417
51888,32939,90519
81589,30845,8108
75496,53112,42267
99240,88793,39410
37175,50634,83343
5426,96323,45274
5771,16845,17342
67815,11937,21756
31448,92069,33611
71929,76152,73690
27221,20673,67371
83662,10295,69459
79530,50485,57181
33456,61011,45570
17392,64200,54390
86609,98501,8821
15009,95179,33540
19379,52923,47142
39624,58537,20536
44222,69386,79271
61775,97795,50366
16739,36539,75572
71437,56783,27916
95672,47904,20468
49879,2124,70882
75390,93535,98190
64921,24227,69903
78184,72258,81657
28708,44193,99168
452,79372,30788
37556,59092,16594
76882,42902,18506
76781,53697,30647
18629,22726,74081
12963,69962,18766
35016,31989,69764
83196,60514,19101
12077,96106,73134
93278,47440,69028
86532,89374,81139
97986,26301,88467
53983,62742,59081
20375,35156,2600
36730,80019,90622
26781,57491,51462
51607,3233,55344
86527,60362,70018
32612,63361,50738
95878,57913,8932
50567,83830,77679
14610,13478,80070
83756,88629,86663
75713,48667,57674
55820,90569,73614
63376,31891,14912
89521,60460,29381
79863,38559,51035
51468,91332,30691
24637,31579,22339
87532,83514,68636
28952,32941,36059
38303,64977,77598
33647,14736,87999
42735,4549,16941
6566,27990,26298
15820,36391,10265
50379,38288,47656
56743,1648,64257
70197,96759,73037
82134,16893,56994
3389,95349,15379
63765,94194,23204
45841,28949,97461
26217,48585,93864
1266,91667,34045
23078,88036,17024
33499,39651,30563
25554,18842,30273
86546,83059,81037
35753,19754,71205
40311,75499,6921
20317,6652,37344
28182,42272,70728
32903,5540,6860
76036,67776,70592
17783,60076,82378
57975,7646,1752
67874,34892,45471
34346,70294,66266
41414,77576,39882
57801,17807,71798
20349,20211,64823
14860,70205,13593
5070,73845,64482
94131,91239,75691
96784,30610,62319
41809,28299,46550
89409,81409,59341
87820,75287,68617
10649,4404,696
11784,33700,59413
73944,55344,42792
55697,72654,157
5016,69277,21926
66508,99033,44917
31425,72862,78962
89179,85001,45188
57726,64047,5739
77496,64820,64560
92417,19239,79246
58700,71320,93844
89859,80072,31222
43318,75829,23661
6017,23792,20575
83362,55569,37877
97083,45044,33220
12065,73003,70043
